#obj1,#obj2,#obj3,#con1,#con2,#var1,#var2,#Gen,#Eval
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811025851,0.00829972333739607,135,20108
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,140,20853
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,141,21005
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,142,21152
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,143,21305
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,143,21307
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810967559,0.00829972332324805,144,21451
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,144,21453
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,144,21454
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810987205,0.00829972332293268,144,21456
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,145,21607
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,145,21608
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810981536,0.00829972332302368,146,21753
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810988225,0.00829972332291629,146,21755
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810976557,0.0082997233231036,146,21757
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810987205,0.00829972332293268,146,21760
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810951257,0.00829972332350977,146,21764
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810976557,0.0082997233231036,147,21902
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811007495,0.00829972332260694,147,21903
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811001281,0.0082997233227067,147,21904
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810987164,0.00829972332293332,147,21908
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810988751,0.00829972332290784,147,21910
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810997148,0.00829972332277305,147,21911
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810984733,0.00829972332297235,147,21912
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810977163,0.00829972332309388,147,21914
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.90566981098412,0.00829972332298219,148,22051
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810984822,0.00829972332297093,148,22052
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811018131,0.0082997233224362,148,22053
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810979902,0.00829972332304991,148,22054
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810977105,0.00829972332309481,148,22055
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.90566981100019,0.00829972332272422,148,22056
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810966054,0.00829972332327222,148,22057
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810987205,0.00829972332293268,148,22058
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811003309,0.00829972332267414,148,22059
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810988232,0.00829972332291619,148,22061
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810984733,0.00829972332297236,148,22063
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810970663,0.00829972332319823,148,22065
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.90566981098742,0.00829972332292922,148,22066
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810960288,0.00829972332336478,149,22202
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810990756,0.00829972332287566,149,22203
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810990544,0.00829972332287907,149,22204
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810981582,0.00829972332302293,149,22205
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810950815,0.00829972332351687,149,22206
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811010652,0.00829972332255627,149,22207
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810975639,0.00829972332311835,149,22208
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810978577,0.00829972332307118,149,22209
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811005408,0.00829972332264044,149,22210
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810999718,0.00829972332273179,149,22211
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810989669,0.00829972332289312,149,22212
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810982931,0.00829972332300129,149,22214
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998281,0.00829972332275486,149,22215
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810985843,0.00829972332295454,149,22216
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811018131,0.0082997233224362,149,22217
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810984724,0.0082997233229725,149,22218
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810974802,0.00829972332313177,149,22219
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810981282,0.00829972332302775,150,22351
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810994217,0.0082997233228201,150,22352
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810989274,0.00829972332289946,150,22353
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810994615,0.00829972332281371,150,22354
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810989898,0.00829972332288944,150,22355
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.90566981098797,0.00829972332292039,150,22356
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811010585,0.00829972332255734,150,22357
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810980448,0.00829972332304115,150,22358
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810951031,0.00829972332351339,150,22359
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998792,0.00829972332274666,150,22360
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810942905,0.00829972332364385,150,22361
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.90566981101302,0.00829972332251824,150,22362
