#obj1,#obj2,#obj3,#con1,#con2,#var1,#var2,#Gen,#Eval
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811025851,0.00829972333739607,135,40208
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,140,41703
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,141,42005
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,142,42302
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,143,42605
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,143,42607
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810967559,0.00829972332324805,144,42901
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,144,42903
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,144,42904
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810987205,0.00829972332293268,144,42906
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,145,43207
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810998132,0.00829972332275726,145,43208
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810981536,0.00829972332302368,146,43503
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810988225,0.00829972332291629,146,43505
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810976557,0.0082997233231036,146,43507
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810987205,0.00829972332293268,146,43510
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810951257,0.00829972332350977,146,43514
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810976557,0.0082997233231036,147,43802
