-0.0022034999999989,-2203.4999999989
-2.20791472327713,-2203.49889383058
-4.42025188856954,-2203.49556645191
-6.63701808588405,-2203.49000451351
-8.85821987780843,-2203.48219460485
-11.083863799071,-2203.47212325531
-13.3139563560968,-2203.45977693403
-15.5485040265606,-2203.44514204973
-17.7875132589357,-2203.42820495065
-20.0309904720403,-2203.40895192443
-22.2789420545796,-2203.38736919792
-24.5313743646847,-2203.36344293713
-26.788293729448,-2203.3371592471
-29.0497064444549,-2203.30850417174
-31.3156187733124,-2203.27746369377
-33.5860369471736,-2203.24402373459
-35.860967164259,-2203.20817015416
-38.1404155893741,-2203.1698887509
-40.4243883534238,-2203.12916526159
-42.7128915529224,-2203.08598536126
-45.0059312495009,-2203.04033466307
-47.3035134694102,-2202.99219871825
-49.6056442030206,-2202.94156301596
-51.9123294043182,-2202.88841298324
-54.2235749903968,-2202.83273398487
-56.5393868409474,-2202.77451132331
-58.8597707977426,-2202.7137302386
-61.1847326641185,-2202.65037590826
-63.5142782044523,-2202.58443344726
-65.8484131436365,-2202.51588790784
-68.1871431665493,-2202.44472427954
-70.5304739175212,-2202.37092748905
-72.8784109997981,-2202.29448240015
-75.2309599750008,-2202.21537381366
-77.5881263625801,-2202.13358646735
-79.9499156392691,-2202.04910503587
-82.3163332385311,-2201.96191413071
-84.6873845500039,-2201.8719983001
-87.0630749189407,-2201.779342029
-89.4434096456468,-2201.683929739
-91.8283939849128,-2201.58574578828
-94.2180331454436,-2201.48477447158
-96.6123322892847,-2201.38100002013
-99.0112965312433,-2201.27440660159
-101.414930938307,-2201.16497832007
-103.823240529057,-2201.052699216
-106.236230273079,-2200.93755326619
-108.653905090373,-2200.81952438373
-111.07626985075,-2200.69859641797
-113.503329373234,-2200.57475315455
-115.935088425462,-2200.44797831527
-118.371551723068,-2200.3182555582
-120.812723929073,-2200.18556847754
-123.258609653273,-2200.0499006037
-125.709213451613,-2199.91123540323
-128.164539825569,-2199.76955627886
-130.624593221516,-2199.62484656946
-133.089378030099,-2199.47708955005
-135.558898585596,-2199.32626843183
-138.033159165283,-2199.17236636214
-140.512163988788,-2199.01536642452
-142.995917217443,-2198.85525163871
-145.484422953639,-2198.69200496064
-147.977685240168,-2198.52560928249
-150.475708059565,-2198.35604743271
-152.97849533345,-2198.18330217603
-155.486050921856,-2198.00735621351
-157.998378622569,-2197.8281921826
-160.515482170446,-2197.64579265713
-163.037365236743,-2197.46014014741
-165.564031428436,-2197.27121710024
-168.095484287531,-2197.079005899
-170.631727290384,-2196.88348886369
-173.172763847001,-2196.68464825099
-175.718597300348,-2196.48246625435
-178.269230925652,-2196.27692500403
-180.824667929695,-2196.06800656722
-183.38491145011,-2195.85569294807
-185.949964554669,-2195.63996608782
-188.519830240571,-2195.42080786488
-191.094511433724,-2195.1982000949
-193.674010988023,-2194.97212453093
-196.258331684626,-2194.74256286344
-198.847476231225,-2194.5094967205
-201.441447261314,-2194.27290766788
-204.040247333455,-2194.03277720915
-206.643878930537,-2193.78908678582
-209.252344459033,-2193.54181777745
-211.865646248256,-2193.29095150183
-214.483786549607,-2193.03646921508
-217.106767535822,-2192.7783521118
-219.734591300217,-2192.51658132524
-222.367259855926,-2192.25113792744
-225.004775135137,-2191.9820029294
-227.647138988327,-2191.70915728124
-230.29435318349,-2191.43258187237
-232.946419405362,-2191.15225753169
-235.603339254647,-2190.86816502775
-238.265114247233,-2190.58028506895
-240.93174581341,-2190.28859830373
-243.603235297083,-2189.99308532077
-246.279583954979,-2189.69372664922
-248.960792955859,-2189.39050275888
-251.646863379715,-2189.08339406043
-254.337796216972,-2188.77238090567
-257.033592367687,-2188.45744358773
-259.734252640739,-2188.13856234132
-262.439777753025,-2187.81571734297
-265.15016832864,-2187.48888871128
-267.865424898068,-2187.15805650716
-270.585547897362,-2186.82320073413
-273.310537667321,-2186.48430133857
-276.040394452666,-2186.14133820996
-278.775118401216,-2185.79429118121
-281.514709563052,-2185.44314002896
-284.259167889691,-2185.0878644738
-287.008493233245,-2184.72844418065
-289.762685345584,-2184.36485875902
-292.5217438775,-2183.99708776337
-295.285668377854,-2183.62511069337
-298.054458292738,-2183.2489069943
-300.828112964622,-2182.86845605734
-303.606631631504,-2182.48373721991
-306.390013426055,-2182.09472976605
-309.178257374766,-2181.70141292678
-311.971362397085,-2181.30376588042
-314.769327304559,-2180.90176775302
-317.57215079997,-2180.49539761869
-320.379831476468,-2180.08463450003
-323.192367816707,-2179.66945736849
