#obj1,#obj2,#obj3,#con1,#con2,#var1,#var2,#Gen,#Eval
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811017852,0.00829972347785045,82,12518
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810838224,0.00829972333639329,84,12705
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.90566981101654,0.00829972336586448,84,12816
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810937584,0.00829972338385168,84,12825
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810838224,0.00829972333639329,85,12862
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810944254,0.00829972337920956,85,12896
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811007375,0.00829972343512411,85,12901
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811000766,0.00829972352182029,85,12957
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811043281,0.00829972337330572,85,12979
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810964368,0.00829972332267045,85,13002
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811016126,0.00829972340286891,86,13026
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.90566981101311,0.00829972344129996,86,13058
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.90566981096617,0.00829972337808801,86,13070
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811009202,0.00829972353160124,86,13083
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810953891,0.00829972338229486,86,13088
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810933892,0.00829972336752322,86,13096
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810990095,0.00829972337455891,86,13097
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.90566981098769,0.00829972332644129,86,13100
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.9056698109365,0.00829972334529742,86,13122
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810906446,0.00829972333830997,86,13123
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810948136,0.00829972335708105,86,13133
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810843468,0.0082997233373032,86,13136
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810964368,0.00829972332267045,86,13140
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810982357,0.00829972337602938,87,13159
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669811015613,0.00829972340256076,87,13180
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810990953,0.00829972332468608,87,13181
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810833844,0.00829972335364714,87,13182
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810858406,0.00829972335467854,87,13219
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810925265,0.00829972332697599,87,13236
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810992488,0.00829972337514769,87,13239
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810948592,0.00829972338813882,87,13254
0.04333333,-0.72000003,0.0027515,0.00666667,0.2972485,0.905669810971602,0.00829972340572526,87,13256
