#obj1,#obj2,#obj3,#con1,#con2,#var1,#var2,#Gen,#Eval
0.03333334,-0.7410658,0.01274796,0.01666666,0.28725204,0.834079755745467,0.0885287827898057,241,36001
0.03333334,-0.73424935,0.00298777,0.01666666,0.29701223,0.834101152202416,0.0885343556183967,246,36751
0.03333334,-0.73730409,0.00700056,0.01666666,0.29299944,0.834091678937797,0.088532228642797,254,37952
0.03333334,-0.7410658,0.01274796,0.01666666,0.28725204,0.834079755745467,0.0885287827898057,255,38102
0.03333334,-0.74286795,0.01478987,0.01666666,0.28521013,0.834073480164779,0.0885311884265673,255,38113
0.03333334,-0.74035722,0.01122789,0.01666666,0.28877211,0.834082117615816,0.0885299810603359,255,38114
0.03333334,-0.74150187,0.0137495,0.01666666,0.2862505,0.834076234375998,0.0885365860935143,256,38251
0.03333334,-0.7404682,0.01128977,0.01666666,0.28871023,0.834081605612951,0.0885308086689266,256,38252
0.03333334,-0.74324244,0.015418,0.01666666,0.284582,0.834072691718702,0.0885293147759808,261,39002
0.03333334,-0.74246401,0.01411202,0.01666666,0.28588798,0.834075022212353,0.0885306013903689,261,39003
0.03333334,-0.74281168,0.01469538,0.01666666,0.28530462,0.834073695097632,0.0885311060357261,261,39009
0.03333334,-0.74006706,0.01068956,0.01666666,0.28931044,0.834082993598886,0.0885306561061946,261,39019
0.03333334,-0.73929214,0.00954257,0.01666666,0.29045743,0.834085667904158,0.0885303611886076,261,39028
0.03333334,-0.74345177,0.01572768,0.01666666,0.28427232,0.83407186164889,0.088528862149613,262,39159
0.03333334,-0.74193102,0.01377485,0.01666666,0.28622515,0.834075961679321,0.0885331126428908,262,39169
0.03333334,-0.73406577,0.00242294,0.01666666,0.29757706,0.834102357676294,0.0885325749238636,262,39174
0.03333334,-0.74056256,0.01136725,0.01666666,0.28863275,0.834081404316611,0.0885304687805426,263,39302
0.03333334,-0.74343896,0.01551899,0.01666666,0.28448101,0.834072178563726,0.0885293073332981,263,39313
0.03333334,-0.73891038,0.00927407,0.01666666,0.29072593,0.834086376341798,0.0885320742732753,263,39327
0.03333334,-0.73976046,0.01028223,0.01666666,0.28971777,0.834083953413995,0.0885308427057773,263,39328
0.03333334,-0.7371186,0.0065904,0.01666666,0.2934096,0.834092581417284,0.0885313760277247,263,39329
0.03333334,-0.74248785,0.01425445,0.01666666,0.28574555,0.834074729876716,0.0885312398372072,264,39454
0.03333334,-0.74383605,0.01632343,0.01666666,0.28367657,0.83407240101605,0.0885245419830631,264,39458
0.03333334,-0.74122798,0.0129172,0.01666666,0.2870828,0.83407921516335,0.0885289319893503,264,39466
0.03333334,-0.73762369,0.00744179,0.01666666,0.29255821,0.834090645780942,0.0885321325145684,264,39473
0.03333334,-0.73612183,0.00568295,0.01666666,0.29431705,0.834096235161148,0.0885287513041412,264,39478
0.03333334,-0.73979276,0.01031246,0.01666666,0.28968754,0.83408387722233,0.0885307480134462,265,39602
0.03333334,-0.74372768,0.0161897,0.01666666,0.2838103,0.834071912993231,0.0885261546602776,266,39752
0.03333334,-0.73942822,0.00981688,0.01666666,0.29018312,0.834085040562268,0.0885309033270884,266,39760
0.03333334,-0.7391271,0.0095224,0.01666666,0.2904776,0.834085775701203,0.088531708782647,266,39769
0.03333334,-0.74307621,0.01511074,0.01666666,0.28488926,0.834072741372032,0.0885313223326027,266,39770
0.03333334,-0.740991,0.01227299,0.01666666,0.28772701,0.834079401668569,0.0885321927787925,266,39771
0.03333334,-0.74135333,0.0134177,0.01666666,0.2865823,0.83407879743624,0.0885281710260276,267,39903
0.03333334,-0.73898035,0.00934892,0.01666666,0.29065108,0.834086192894526,0.088531924960258,267,39904
0.03333334,-0.73647493,0.00641892,0.01666666,0.29358108,0.834093252717251,0.0885357986723108,267,39906
0.03333334,-0.73822564,0.00821295,0.01666666,0.29178705,0.834088817504827,0.0885315981140903,268,40051
0.03333334,-0.73788422,0.00794085,0.01666666,0.29205915,0.834089529595176,0.0885328754685275,268,40057
0.03333334,-0.74108011,0.01275144,0.01666666,0.28724856,0.834079708228141,0.0885288229033306,272,40652
0.03333334,-0.74382818,0.01623272,0.01666666,0.28376728,0.834072145327634,0.0885253821210582,277,41411
0.03333334,-0.7424438,0.01408837,0.01666666,0.28591163,0.834075079203497,0.0885306327297332,277,41420
0.03333334,-0.73870248,0.0089185,0.01666666,0.2910815,0.834087183166595,0.0885317329923944,277,41422
0.03333334,-0.74437284,0.01731695,0.01666666,0.28268305,0.834071953197186,0.0885197433197653,278,41561
0.03333334,-0.74017465,0.01082095,0.01666666,0.28917905,0.834082679516657,0.0885305227064733,278,41565
0.03333334,-0.74359417,0.01609874,0.01666666,0.28390126,0.83407166202322,0.0885272385059134,278,41570
0.03333334,-0.74425024,0.01715707,0.01666666,0.28284293,0.834072580725836,0.0885196812509387,278,41571
0.03333334,-0.73894042,0.00930955,0.01666666,0.29069045,0.834086291002469,0.0885320298727444,278,41576
0.03333334,-0.73857266,0.00856802,0.01666666,0.29143198,0.834087939412118,0.0885307620177703,278,41581
0.03333334,-0.75123918,0.02490781,0.01666666,0.27509219,0.834056035642472,0.0885002041615559,285,42616
0.03333334,-0.76276928,0.02773097,0.01666666,0.27226903,0.834039751168328,0.0884869336960858,285,42620
0.03333334,-0.73950911,0.0102172,0.01666666,0.2897828,0.834084211768436,0.0885325810477332,285,42621
0.03333334,-0.74470943,0.01778433,0.01666666,0.28221567,0.834072180101568,0.0885166042740927,285,42635
0.03333334,-0.73857266,0.00856802,0.01666666,0.29143198,0.834087939412118,0.0885307620177703,285,42641
0.03333334,-0.74861437,0.0243113,0.01666666,0.2756887,0.834058753721625,0.0885027665946235,286,42766
0.03333334,-0.74478269,0.02376465,0.01666666,0.27623535,0.834061298870024,0.0885074557596884,286,42767
0.03333334,-0.74431759,0.01724257,0.01666666,0.28275743,0.834071911974176,0.0885202545767109,291,43507
0.03333334,-0.7408905,0.01205366,0.01666666,0.28794634,0.83407988492957,0.0885317479944966,291,43531
0.03333334,-0.73519367,0.00454342,0.01666666,0.29545658,0.834097604277825,0.0885355563869651,291,43539
0.03333334,-0.73499948,0.00448369,0.01666666,0.29551631,0.834099976283906,0.0885277851716736,292,43652
0.03333334,-0.73713028,0.00675463,0.01666666,0.29324537,0.834092873763214,0.0885296332482966,293,43801
0.03333334,-0.73360699,0.0022559,0.01666666,0.2977441,0.83410461763459,0.0885283403016276,293,43804
0.03333334,-0.73465997,0.00370463,0.01666666,0.29629537,0.834099530017153,0.0885351158597862,294,43951
0.03333334,-0.7332117,0.00125648,0.01666666,0.29874352,0.834105952996663,0.0885304354337623,294,43953
0.03333334,-0.7354852,0.00500161,0.01666666,0.29499839,0.834096552341844,0.0885357970251364,295,44102
0.03333334,-0.73355818,0.00207829,0.01666666,0.29792171,0.834104780352881,0.0885285956004169,296,44257
0.03333334,-0.76276928,0.02773097,0.01666666,0.27226903,0.834039751168328,0.0884869336960858,297,44405
0.03333334,-0.76018494,0.02577483,0.01666666,0.27422517,0.834051624834129,0.0884836741375948,297,44406
0.03333334,-0.76297861,0.02777222,0.01666666,0.27222778,0.834039302407954,0.0884866846654147,298,44552
0.03333334,-0.73632836,0.00635799,0.01666666,0.29364201,0.834093448608266,0.0885366769373816,298,44560
0.03333334,-0.76306641,0.027799,0.01666666,0.272201,0.834039072693044,0.0884866217021382,299,44701
0.03333334,-0.76148963,0.02759157,0.01666666,0.27240843,0.834042000722229,0.0884889494617404,299,44704
0.03333334,-0.76297861,0.02777222,0.01666666,0.27222778,0.834039302407954,0.0884866846654147,300,44851
0.03378975,-0.76768726,0.02953577,0.01621025,0.27046423,0.834006610990026,0.0884591538398015,300,44852
0.03333334,-0.76297861,0.02777222,0.01666666,0.27222778,0.834039302407954,0.0884866846654147,300,44853
